,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
151,0.0878,0.0836,0.1015,0.111,0.1161,0.1199,0.1269,0.1278,0.1302,0.1558,0.155,0.1405,0.070191815,0.070351765,0.09618104,0
152,0.0883,0.0862,0.1015,0.0989,0.1176,0.1263,0.1236,0.1269,0.1313,0.1569,0.1569,0.1513,0.07283789,0.12400357,0.10570825,0
153,0.0883,0.0862,0.1015,0.0989,0.1176,0.1263,0.1236,0.1269,0.1313,0.1569,0.1569,0.1513,0.07283789,0.12400357,0.10570825,0
154,0.0822,0.0964,0.1148,0.1302,0.1323,0.1443,0.1446,0.1716,0.1652,0.1806,0.181,0.1657,0.05555828,0.13717695,0.02665909,0
155,0.0822,0.0846,0.1068,0.1174,0.1323,0.1443,0.1446,0.1522,0.1652,0.1806,0.181,0.1657,0.05701762,0.12908012,0.086434565,0
156,0.0907,0.0987,0.1132,0.1202,0.1358,0.1422,0.1482,0.1476,0.1524,0.155,0.1792,0.164,0.07120644,0.10231514,0.09669522,0
157,0.0907,0.0894,0.1058,0.1194,0.1358,0.1422,0.1482,0.1379,0.1524,0.155,0.1792,0.164,0.069150835,0.07190048,0.13024282,0
158,0.0907,0.0869,0.0978,0.107,0.1177,0.1306,0.1389,0.1384,0.1417,0.155,0.1606,0.1508,0.066816084,0.12795436,0.0742475,0
159,0.0907,0.0721,0.0898,0.0879,0.1177,0.1306,0.1389,0.1338,0.1417,0.155,0.1606,0.1508,0.05733002,0.20703655,0.09103263,0
160,0.0907,0.0777,0.0882,0.0954,0.1147,0.1296,0.1306,0.1302,0.1447,0.155,0.1616,0.147,0.06398214,0.15425533,0.10760794,0
161,0.0907,0.0809,0.0975,0.105,0.1147,0.1296,0.1306,0.1232,0.1447,0.155,0.1616,0.147,0.07061808,0.07975461,0.13483144,0
162,0.0822,0.0992,0.1064,0.1112,0.1323,0.1443,0.1446,0.1562,0.1652,0.1806,0.181,0.1657,0.06668394,0.16828725,0.07354682,0
163,0.0822,0.0824,0.1064,0.107,0.1323,0.1443,0.1446,0.14,0.1652,0.1806,0.181,0.1657,0.06221208,0.13360323,0.12772584,0
164,0.0907,0.104,0.1194,0.126,0.1358,0.1422,0.1482,0.1593,0.1524,0.155,0.1792,0.164,0.06883825,0.11671923,0.058788758,0
165,0.0907,0.1034,0.1266,0.1294,0.1358,0.1422,0.1482,0.1541,0.1524,0.155,0.1792,0.164,0.07132893,0.08712523,0.07530751,0
166,0.0907,0.0866,0.1026,0.1058,0.1177,0.1306,0.1389,0.1422,0.1417,0.155,0.1606,0.1508,0.064391024,0.14677416,0.060766228,0
167,0.0907,0.0772,0.0877,0.0908,0.1177,0.1306,0.1389,0.1266,0.1417,0.155,0.1606,0.1508,0.06563714,0.16467339,0.11838443,0
168,0.0907,0.0921,0.1108,0.107,0.1147,0.1296,0.1306,0.1471,0.1447,0.155,0.1616,0.147,0.06608647,0.15781188,0.046971146,0
169,0.0907,0.1072,0.1174,0.1324,0.1376,0.143,0.1522,0.1666,0.1575,0.155,0.1778,0.1635,0.06727313,0.11438126,0.032520313,0
170,0.0907,0.098,0.112,0.131,0.1376,0.143,0.1522,0.1556,0.1575,0.155,0.1778,0.1635,0.066045,0.085833915,0.066586696,0
171,0.0661,0.068,0.0954,0.0778,0.1163,0.1609,0.1668,0.1924,0.1802,0.1902,0.1621,0.1265,0.020364206,0.42413026,-0.08547247,0
172,0.0661,0.068,0.0929,0.0759,0.1145,0.1679,0.1879,0.1961,0.197,0.1902,0.1453,0.0854,0.018242255,0.44191173,-0.14879905,0
173,0.0661,0.0698,0.0954,0.0795,0.113,0.1648,0.1792,0.1912,0.1897,0.1902,0.1467,0.0876,0.022526955,0.41263393,-0.13169579,0
174,0.0661,0.0669,0.0919,0.0789,0.113,0.1648,0.1792,0.1824,0.1897,0.1902,0.1467,0.0876,0.025198078,0.39609644,-0.10847769,0
175,0.0661,0.0642,0.0938,0.0786,0.1145,0.1679,0.1879,0.1926,0.197,0.1902,0.1453,0.0854,0.01713654,0.42035398,-0.13998224,0
176,0.0661,0.068,0.0946,0.0771,0.113,0.1648,0.1792,0.187,0.1897,0.1902,0.1467,0.0876,0.0234611,0.41613027,-0.12076719,0
177,0.0661,0.0649,0.0935,0.0794,0.113,0.1648,0.1792,0.1889,0.1897,0.1902,0.1467,0.0876,0.019831937,0.4081252,-0.12574494,0
178,0.0721,0.0684,0.0946,0.0774,0.1117,0.1526,0.1682,0.1886,0.1798,0.1797,0.1564,0.1132,0.02287118,0.41804513,-0.093333356,0
179,0.0661,0.0703,0.0921,0.0762,0.108,0.1508,0.168,0.1939,0.1761,0.1902,0.1435,0.0882,0.021388106,0.43576452,-0.1493776,0
180,0.0661,0.0684,0.0894,0.0761,0.1063,0.1637,0.1819,0.1908,0.1908,0.1902,0.1409,0.0878,0.021609485,0.42974895,-0.15043713,0
181,0.0661,0.0662,0.0916,0.0747,0.1063,0.1637,0.1819,0.1938,0.1908,0.1902,0.1409,0.0878,0.01808674,0.44357544,-0.15805198,0
182,0.0721,0.0658,0.0901,0.0724,0.1018,0.1732,0.1896,0.1985,0.2062,0.1797,0.1398,0.0903,0.015063609,0.46548542,-0.17351466,0
183,0.0553,0.0538,0.0737,0.0544,0.094,0.2143,0.2372,0.2368,0.2574,0.2416,0.1252,0.0653,-0.016731838,0.62637365,-0.3082873,0
184,0.0553,0.0559,0.0763,0.0523,0.0966,0.2071,0.2334,0.2514,0.2427,0.2416,0.1292,0.0695,-0.023384616,0.6555812,-0.32107198,0
185,0.0553,0.0575,0.0737,0.0499,0.0966,0.2071,0.2334,0.2509,0.2427,0.2416,0.1292,0.0695,-0.02178715,0.6682181,-0.32017893,0
186,0.0586,0.0516,0.0739,0.0504,0.0951,0.1867,0.2093,0.2391,0.2191,0.1798,0.1285,0.0783,-0.019853124,0.65181345,-0.3008705,0
187,0.0553,0.0528,0.0731,0.0514,0.089,0.1877,0.2149,0.2374,0.2196,0.2064,0.1213,0.0642,-0.017895138,0.64404434,-0.3236688,0
188,0.0553,0.0552,0.0732,0.0544,0.089,0.1877,0.2149,0.2332,0.2196,0.2064,0.1213,0.0642,-0.01352036,0.62169677,-0.31565586,0
189,0.0553,0.0561,0.0739,0.0507,0.0935,0.2169,0.2406,0.2486,0.2508,0.2064,0.1184,0.0631,-0.021614984,0.66120946,-0.3547684,0
190,0.0553,0.053,0.0749,0.0488,0.0935,0.2169,0.2406,0.2535,0.2508,0.2064,0.1184,0.0631,-0.026964659,0.6771419,-0.36326972,0
191,0.0563,0.0506,0.0722,0.0503,0.0909,0.1929,0.214,0.2404,0.223,0.1824,0.1205,0.0719,-0.02141788,0.6539388,-0.332225,0
192,0.0563,0.0525,0.0715,0.0516,0.0909,0.1929,0.214,0.2133,0.223,0.1824,0.1205,0.0719,-0.004319554,0.61041903,-0.27801082,0
193,0.0553,0.0554,0.0728,0.0587,0.0913,0.1778,0.1922,0.1773,0.202,0.2064,0.1196,0.0657,0.018702125,0.5025424,-0.19434156,0
194,0.0553,0.0528,0.0703,0.0512,0.089,0.1877,0.2149,0.2114,0.2196,0.2064,0.1213,0.0642,-0.0029841415,0.6100533,-0.27081457,0
195,0.0553,0.053,0.0737,0.0509,0.089,0.1877,0.2149,0.2409,0.2196,0.2064,0.1213,0.0642,-0.019738548,0.6511309,-0.3302043,0
196,0.0553,0.0511,0.0739,0.0507,0.0935,0.2169,0.2406,0.2588,0.2508,0.2064,0.1184,0.0631,-0.031560678,0.6723748,-0.37221634,0
197,0.0553,0.0493,0.0739,0.0483,0.0935,0.2169,0.2406,0.2534,0.2508,0.2064,0.1184,0.0631,-0.029938338,0.6798144,-0.36309844,0
198,0.0563,0.0517,0.0706,0.0483,0.0909,0.1929,0.214,0.248,0.223,0.1824,0.1205,0.0719,-0.024875358,0.67397904,-0.34599727,0
199,0.0563,0.0518,0.0694,0.0504,0.0909,0.1929,0.214,0.2071,0.223,0.1824,0.1205,0.0719,-0.0013372911,0.6085437,-0.26434678,0
200,0.0553,0.0538,0.0736,0.0629,0.0917,0.1425,0.1511,0.1604,0.1636,0.2064,0.1209,0.0713,0.027083559,0.43663234,-0.1404195,0
201,0.0553,0.0569,0.0724,0.0638,0.0917,0.1425,0.1511,0.1616,0.1636,0.2064,0.1209,0.0713,0.028934883,0.4338953,-0.14407079,0
202,0.0553,0.0556,0.0719,0.0594,0.0874,0.1522,0.1718,0.1714,0.1788,0.2064,0.1192,0.0663,0.022249622,0.48526862,-0.17962834,0
203,0.0553,0.0509,0.0702,0.055,0.0874,0.1522,0.1718,0.1898,0.1788,0.2064,0.1192,0.0663,0.007846984,0.5506536,-0.22847895,0
204,0.0553,0.0491,0.0727,0.0537,0.0878,0.1847,0.2079,0.2249,0.2223,0.2064,0.1159,0.0626,-0.013757434,0.61450106,-0.3198357,0
205,0.0553,0.0495,0.0699,0.0475,0.0878,0.1847,0.2079,0.2541,0.2223,0.2064,0.1159,0.0626,-0.030175947,0.68501323,-0.3735135,0
206,0.0563,0.0526,0.0722,0.0483,0.0842,0.1809,0.2065,0.252,0.2151,0.1824,0.1199,0.0687,-0.026432082,0.67832166,-0.355203,0
207,0.0626,0.0606,0.076,0.0651,0.096,0.1412,0.156,0.1643,0.1648,0.175,0.1312,0.0856,0.030417474,0.4324324,-0.11201352,0
208,0.0553,0.0562,0.0724,0.0645,0.0917,0.1425,0.1511,0.1594,0.1636,0.2064,0.1209,0.0713,0.02962314,0.42384997,-0.13735285,0
209,0.0553,0.0579,0.0724,0.0639,0.0917,0.1425,0.1511,0.1648,0.1636,0.2064,0.1209,0.0713,0.027918879,0.44118932,-0.1536577,0
210,0.0553,0.0552,0.0744,0.0619,0.0874,0.1522,0.1718,0.163,0.1788,0.2064,0.1192,0.0663,0.026739338,0.44953313,-0.15520908,0
211,0.0553,0.0548,0.0713,0.0603,0.0874,0.1522,0.1718,0.163,0.1788,0.2064,0.1192,0.0663,0.026411658,0.4599194,-0.15520908,0
212,0.0553,0.0536,0.0717,0.058,0.0878,0.1847,0.2079,0.1859,0.2223,0.2064,0.1159,0.0626,0.012295467,0.5243953,-0.23194169,0
213,0.0553,0.0507,0.0673,0.0503,0.0878,0.1847,0.2079,0.222,0.2223,0.2064,0.1159,0.0626,-0.010783561,0.63055456,-0.31399822,0
214,0.0626,0.0573,0.0763,0.0639,0.0926,0.1358,0.1472,0.1618,0.161,0.175,0.1231,0.0728,0.029147863,0.43376163,-0.13583714,0
215,0.0553,0.055,0.0744,0.0633,0.0942,0.1377,0.1469,0.1594,0.1593,0.2064,0.1228,0.0715,0.028640099,0.43152225,-0.12969525,0
216,0.0553,0.055,0.0744,0.0633,0.0942,0.1377,0.1469,0.1594,0.1593,0.2064,0.1228,0.0715,0.028640099,0.43152225,-0.12969525,0
217,0.0553,0.0571,0.0738,0.0625,0.0942,0.1377,0.1469,0.161,0.1593,0.2064,0.1228,0.0715,0.029442823,0.44071588,-0.13460183,0
218,0.0553,0.0534,0.0745,0.0622,0.0929,0.1358,0.1465,0.1599,0.1612,0.2064,0.1229,0.0714,0.027042631,0.43989193,-0.13083449,0
219,0.0553,0.0555,0.0704,0.0622,0.0929,0.1358,0.1465,0.1603,0.1612,0.2064,0.1229,0.0714,0.02853355,0.4408989,-0.13206215,0
220,0.0553,0.0566,0.0703,0.0603,0.0919,0.1397,0.1551,0.1653,0.1674,0.2064,0.1188,0.0647,0.026567172,0.46542552,-0.16367476,0
221,0.0626,0.0559,0.0719,0.0628,0.0926,0.1358,0.1472,0.1559,0.161,0.175,0.1231,0.0728,0.03138463,0.42569733,-0.11756274,0
222,0.0553,0.0565,0.0756,0.0656,0.0942,0.1377,0.1469,0.159,0.1593,0.2064,0.1228,0.0715,0.030098302,0.41585037,-0.12845989,0
223,0.0553,0.0565,0.0756,0.0656,0.0942,0.1377,0.1469,0.159,0.1593,0.2064,0.1228,0.0715,0.030098302,0.41585037,-0.12845989,0
224,0.0553,0.0557,0.0744,0.0625,0.0942,0.1377,0.1469,0.1601,0.1593,0.2064,0.1228,0.0715,0.028812092,0.43845463,-0.13184871,0
225,0.0553,0.0544,0.0739,0.0644,0.0929,0.1358,0.1465,0.1641,0.1612,0.2064,0.1229,0.0714,0.025453128,0.43632385,-0.14355402,0
226,0.0553,0.0582,0.0756,0.0628,0.0929,0.1358,0.1465,0.1614,0.1612,0.2064,0.1229,0.0714,0.030114539,0.43978593,-0.13542034,0
227,0.0605,0.0558,0.0726,0.0625,0.0907,0.1332,0.1443,0.1591,0.1603,0.1771,0.1184,0.0696,0.02946751,0.43592057,-0.14666666,0
228,0.0557,0.0584,0.0739,0.0629,0.0952,0.137,0.1486,0.1607,0.1604,0.1774,0.1214,0.0705,0.030679835,0.43738818,-0.13931228,0
229,0.0557,0.0584,0.0739,0.0629,0.0952,0.137,0.1486,0.1607,0.1604,0.1774,0.1214,0.0705,0.030679835,0.43738818,-0.13931228,0
230,0.0557,0.0534,0.0755,0.0636,0.0952,0.137,0.1486,0.1574,0.1604,0.1774,0.1214,0.0705,0.02847638,0.42443436,-0.12912482,0
231,0.0557,0.0534,0.0738,0.0646,0.0926,0.138,0.1471,0.1528,0.1649,0.1774,0.1221,0.0712,0.031114483,0.40570375,-0.11167694,0
232,0.0557,0.0588,0.0732,0.0636,0.0952,0.137,0.1486,0.1593,0.1604,0.1774,0.1214,0.0705,0.03181041,0.42934048,-0.1350196,0
233,0.0557,0.0588,0.0732,0.0636,0.0952,0.137,0.1486,0.1593,0.1604,0.1774,0.1214,0.0705,0.03181041,0.42934048,-0.1350196,0
234,0.0557,0.0599,0.0758,0.063,0.1011,0.1482,0.1649,0.162,0.1724,0.1774,0.1336,0.0767,0.03116308,0.44,-0.096075796,0
235,0.0635,0.0681,0.1009,0.0902,0.1281,0.1685,0.1836,0.191,0.1957,0.2004,0.1559,0.0968,0.021249019,0.35846373,-0.101181895,0
236,0.0635,0.0703,0.1005,0.0885,0.1281,0.1685,0.1836,0.2008,0.1957,0.2004,0.1559,0.0968,0.017430957,0.38817835,-0.12587608,0
237,0.0635,0.067,0.104,0.0924,0.1281,0.1685,0.1836,0.2019,0.1957,0.2004,0.1559,0.0968,0.014096748,0.37206933,-0.12856345,0
238,0.0622,0.0686,0.0966,0.0871,0.1314,0.1791,0.1886,0.1984,0.2064,0.2088,0.1489,0.0866,0.017414715,0.3898424,-0.14252809,0
239,0.0622,0.0676,0.0978,0.087,0.1314,0.1791,0.1886,0.1974,0.2064,0.2088,0.1489,0.0866,0.017169015,0.38818568,-0.14005198,0
240,0.0635,0.0677,0.1018,0.0892,0.1355,0.1842,0.197,0.2032,0.212,0.2004,0.1548,0.0901,0.013924641,0.3898769,-0.13519554,0
241,0.0635,0.0677,0.1023,0.091,0.1355,0.1842,0.197,0.2064,0.212,0.2004,0.1548,0.0901,0.012089435,0.3880296,-0.14285716,0
242,0.0635,0.0685,0.103,0.0924,0.135,0.1762,0.1866,0.2092,0.2063,0.2004,0.1674,0.1053,0.011139001,0.3872679,-0.11099308,0
243,0.0622,0.0676,0.0996,0.0902,0.137,0.1838,0.1883,0.2025,0.2102,0.2088,0.1511,0.0892,0.014244167,0.3836693,-0.145362,0
244,0.0622,0.0667,0.1005,0.0876,0.1314,0.1791,0.1886,0.199,0.2064,0.2088,0.1489,0.0866,0.015514136,0.38869506,-0.1440069,0
245,0.0622,0.0681,0.1002,0.088,0.1314,0.1791,0.1886,0.2047,0.2064,0.2088,0.1489,0.0866,0.013392072,0.39870173,-0.15780541,0
246,0.0635,0.0705,0.1023,0.0912,0.1355,0.1842,0.197,0.2156,0.212,0.2004,0.1548,0.0901,0.009107002,0.40547588,-0.16414687,0
247,0.0635,0.0703,0.1038,0.092,0.1355,0.1842,0.197,0.2116,0.212,0.2004,0.1548,0.0901,0.011237155,0.3939394,-0.15502186,0
248,0.0635,0.0689,0.106,0.0941,0.135,0.1762,0.1866,0.2065,0.2063,0.2004,0.1674,0.1053,0.013015131,0.37391883,-0.10457339,0
249,0.0635,0.0689,0.106,0.0941,0.135,0.1762,0.1866,0.2065,0.2063,0.2004,0.1674,0.1053,0.013015131,0.37391883,-0.10457339,0
250,0.0627,0.0681,0.1004,0.0868,0.1347,0.1785,0.1887,0.2004,0.202,0.1986,0.1489,0.0868,0.015858121,0.39554316,-0.1474377,0
251,0.0627,0.0671,0.1026,0.0875,0.1377,0.186,0.1984,0.2012,0.2087,0.1986,0.1537,0.0869,0.014580127,0.3938344,-0.13384052,0
252,0.0627,0.0705,0.107,0.091,0.1377,0.186,0.1984,0.2151,0.2087,0.1986,0.1537,0.0869,0.009393748,0.40542307,-0.16648594,0
253,0.062,0.0731,0.1104,0.0948,0.1413,0.1837,0.2007,0.228,0.2129,0.2114,0.1594,0.0937,0.0041255206,0.41263938,-0.17707795,0
254,0.062,0.0705,0.1056,0.0961,0.1413,0.1837,0.2007,0.2135,0.2129,0.2114,0.1594,0.0937,0.010311355,0.37919894,-0.14507909,0
255,0.062,0.0705,0.1001,0.0915,0.1322,0.1703,0.1789,0.203,0.1971,0.2114,0.1591,0.0971,0.016333105,0.3786078,-0.121237226,0
256,0.062,0.0705,0.1001,0.0915,0.1322,0.1703,0.1789,0.203,0.1971,0.2114,0.1591,0.0971,0.016333105,0.3786078,-0.121237226,0
257,0.062,0.0635,0.0955,0.0883,0.1322,0.1703,0.1789,0.1874,0.1971,0.2114,0.1591,0.0971,0.019545302,0.35944867,-0.08167389,0
258,0.0627,0.0694,0.103,0.0902,0.1377,0.186,0.1984,0.205,0.2087,0.1986,0.1537,0.0869,0.014284979,0.3888889,-0.14301646,0
259,0.0627,0.0716,0.1084,0.093,0.1377,0.186,0.1984,0.2098,0.2087,0.1986,0.1537,0.0869,0.013334415,0.38573316,-0.1543329,0
260,0.062,0.0694,0.1096,0.0966,0.1413,0.1837,0.2007,0.217,0.2129,0.2114,0.1594,0.0937,0.007402982,0.38392854,-0.15302867,0
261,0.062,0.0718,0.1036,0.0926,0.1413,0.1837,0.2007,0.2066,0.2129,0.2114,0.1594,0.0937,0.015333463,0.38101602,-0.12896173,0
262,0.062,0.0713,0.098,0.091,0.1322,0.1703,0.1789,0.1954,0.1971,0.2114,0.1591,0.0971,0.02134706,0.36452514,-0.102397755,0
263,0.062,0.0713,0.098,0.091,0.1322,0.1703,0.1789,0.1954,0.1971,0.2114,0.1591,0.0971,0.02134706,0.36452514,-0.102397755,0
264,0.062,0.0694,0.0983,0.0928,0.1322,0.1703,0.1789,0.191,0.1971,0.2114,0.1591,0.0971,0.022313979,0.3460183,-0.09111684,0
265,0.057,0.0622,0.087,0.0731,0.1115,0.2177,0.2414,0.2543,0.247,0.2222,0.1343,0.0859,-0.01988681,0.5534514,-0.30880085,0
266,0.057,0.0558,0.0875,0.0631,0.1135,0.2037,0.2262,0.264,0.2321,0.2222,0.1535,0.1038,-0.03069264,0.6141853,-0.26467064,0
267,0.0627,0.0705,0.105,0.0919,0.1379,0.1862,0.1932,0.2085,0.2058,0.1986,0.1577,0.0922,0.013178852,0.38814914,-0.138722,0
268,0.062,0.0685,0.106,0.0946,0.1369,0.1717,0.1844,0.2055,0.2016,0.2114,0.1604,0.0957,0.013260944,0.3695435,-0.12325773,0
269,0.062,0.0705,0.1012,0.092,0.1369,0.1717,0.1844,0.1964,0.2016,0.2114,0.1604,0.0957,0.0201182,0.36199722,-0.10089686,0
270,0.062,0.0701,0.098,0.092,0.1394,0.1758,0.1837,0.1938,0.2063,0.2114,0.1626,0.0993,0.02128162,0.35619316,-0.08754211,0
271,0.062,0.0676,0.1003,0.0911,0.1394,0.1758,0.1837,0.1978,0.2063,0.2114,0.1626,0.0993,0.01693962,0.36933193,-0.09766926,0
272,0.057,0.0659,0.0875,0.0697,0.118,0.22,0.2359,0.2452,0.2488,0.2222,0.1402,0.0853,-0.0116369175,0.55731976,-0.2724442,0
273,0.057,0.0659,0.0875,0.0697,0.118,0.22,0.2359,0.2452,0.2488,0.2222,0.1402,0.0853,-0.0116369175,0.55731976,-0.2724442,0
274,0.057,0.063,0.088,0.0659,0.118,0.22,0.2359,0.2422,0.2488,0.2222,0.1402,0.0853,-0.0122921,0.5722168,-0.2667364,0
275,0.057,0.0611,0.0874,0.0656,0.115,0.2244,0.2384,0.2524,0.2542,0.2222,0.144,0.0873,-0.019698286,0.5874214,-0.2734612,0
276,0.057,0.0622,0.0874,0.0682,0.115,0.2244,0.2384,0.254,0.2542,0.2222,0.144,0.0873,-0.019714765,0.57666045,-0.27638194,0
277,0.0627,0.0708,0.1042,0.0929,0.1379,0.1862,0.1932,0.2086,0.2058,0.1986,0.1577,0.0922,0.013367259,0.38374794,-0.13895713,0
278,0.062,0.0689,0.0981,0.0915,0.1369,0.1717,0.1844,0.1932,0.2016,0.2114,0.1604,0.0957,0.020642674,0.35721815,-0.09276019,0
279,0.062,0.0664,0.0952,0.0916,0.1369,0.1717,0.1844,0.1889,0.2016,0.2114,0.1604,0.0957,0.021060733,0.34688056,-0.081591725,0
280,0.062,0.0691,0.0983,0.0896,0.1394,0.1758,0.1837,0.1998,0.2063,0.2114,0.1626,0.0993,0.01702142,0.38078785,-0.10264902,0
281,0.062,0.0735,0.105,0.0948,0.1394,0.1758,0.1837,0.2126,0.2063,0.2114,0.1626,0.0993,0.013285104,0.38321403,-0.13326226,0
282,0.0567,0.0614,0.0881,0.0683,0.1091,0.2196,0.2395,0.2494,0.2493,0.239,0.123,0.0717,-0.017732022,0.5700346,-0.33941996,0
283,0.057,0.0641,0.0865,0.0688,0.118,0.22,0.2359,0.2425,0.2488,0.2222,0.1402,0.0853,-0.011563037,0.5579826,-0.26731122,0
284,0.057,0.0641,0.0865,0.0688,0.118,0.22,0.2359,0.2425,0.2488,0.2222,0.1402,0.0853,-0.011563037,0.5579826,-0.26731122,0
285,0.057,0.0597,0.0866,0.0645,0.118,0.22,0.2359,0.2496,0.2488,0.2222,0.1402,0.0853,-0.019239355,0.5893028,-0.28065673,0
286,0.057,0.0597,0.086,0.0675,0.115,0.2244,0.2384,0.2482,0.2542,0.2222,0.144,0.0873,-0.018436458,0.5723788,-0.2656808,0
287,0.057,0.0622,0.0867,0.0684,0.115,0.2244,0.2384,0.2382,0.2542,0.2222,0.144,0.0873,-0.010653458,0.553816,-0.24646783,0
288,0.057,0.0615,0.0867,0.0666,0.1111,0.2013,0.2144,0.2476,0.2304,0.2222,0.149,0.095,-0.016617801,0.5760662,-0.24861321,0
289,0.0571,0.0587,0.0852,0.0667,0.1123,0.2176,0.2355,0.2406,0.2477,0.2246,0.1387,0.0842,-0.014897063,0.5658966,-0.26865283,0
290,0.0568,0.0574,0.083,0.0648,0.1176,0.2216,0.2361,0.2438,0.2502,0.2219,0.1393,0.0825,-0.01779722,0.5800389,-0.27277473,0
291,0.0568,0.0574,0.083,0.0648,0.1176,0.2216,0.2361,0.2438,0.2502,0.2219,0.1393,0.0825,-0.01779722,0.5800389,-0.27277473,0
292,0.0568,0.0576,0.0852,0.0642,0.1176,0.2216,0.2361,0.2518,0.2502,0.2219,0.1393,0.0825,-0.02222138,0.5936709,-0.2876502,0
293,0.0568,0.0608,0.0832,0.0644,0.1128,0.2211,0.2448,0.2451,0.2484,0.2219,0.135,0.0807,-0.015757494,0.5838449,-0.2896606,0
294,0.0568,0.0622,0.0846,0.0647,0.1128,0.2211,0.2448,0.2409,0.2484,0.2219,0.135,0.0807,-0.012201908,0.5765707,-0.28172383,0
295,0.0571,0.0574,0.0843,0.0655,0.1123,0.2176,0.2355,0.2468,0.2477,0.2246,0.1387,0.0842,-0.019517723,0.58053154,-0.2804151,0
296,0.0568,0.0558,0.0849,0.0644,0.1176,0.2216,0.2361,0.2524,0.2502,0.2219,0.1393,0.0825,-0.024040047,0.59343433,-0.28874138,0
297,0.0568,0.0604,0.0868,0.0673,0.1176,0.2216,0.2361,0.2596,0.2502,0.2219,0.1393,0.0825,-0.024400927,0.5882533,-0.30157936,0
298,0.0568,0.0604,0.0868,0.0673,0.1176,0.2216,0.2361,0.2596,0.2502,0.2219,0.1393,0.0825,-0.024400927,0.5882533,-0.30157936,0
299,0.0568,0.0601,0.0852,0.0635,0.1128,0.2211,0.2448,0.2597,0.2484,0.2219,0.135,0.0807,-0.02470403,0.6070545,-0.31593615,0
300,0.0571,0.0626,0.0862,0.0689,0.1105,0.1998,0.2171,0.2388,0.2269,0.2246,0.1506,0.0949,-0.010669881,0.5521612,-0.22650231,0
